1,joints,(-0.697788782329906,-0.9420144092538111,4.174472130575106);(-0.701337046833385,-0.9829056989648096,4.183446354904101);(-0.701025329442371,-0.983316136548733,4.183957822360918);(-0.7012404649571071,-0.9839947950341456,4.184064127244875);(-0.7290506734565387,-0.9721105229356043,4.188123859205172);(-0.728510521264423,-0.9731090199448816,4.1874593568228935);(-0.7291121779993663,-0.9743456971146814,4.18821083728306);(-0.645879104645599,-0.9977167975404017,4.278925232329295);(-0.7704815044120441,-0.960116935918545,4.292710609474108);(-0.6651133633271347,-0.9305966627099268,4.209255866446421);(-0.7031324877456318,-0.9179855715729944,4.215439118184969);(-0.5037788002804409,-0.8695172798135035,4.379428099580929);(-0.8111926688865314,-0.815163595626568,4.333863772191927);(-0.4546873345092426,-0.6746866833665125,4.388663910069392);(-0.8777073695377002,-0.5853922944762461,4.3598178697013115);(-0.48462211331879,-0.5185832660891764,4.25368045989506);(-0.7737394048884998,-0.4360808786251299,4.283904574551508);(-0.48724820456062656,-0.45714542830965443,4.219175047912524);(-0.7330757974699627,-0.3791727209710233,4.257576830425188);(-0.5189416482165943,-0.4682083484031908,4.202173836269305);(-0.7151443733886371,-0.41182941759607716,4.244001842775271);(-0.5005188806966434,-0.5091189872719996,4.244788236656115);(-0.7503886743501316,-0.4366660584010832,4.278107948341296);(-0.5006947889045368,-0.38099066822460814,4.463451103978679);(-0.7197275682405124,-0.3778622104101531,4.407045127563999);(-0.4959584399179111,-0.05791522378704472,4.45862304020755);(-0.6966152488306652,-0.09173176998875066,4.307139806189463);(-0.514903850765575,0.20780138855197505,4.681202687063143);(-0.8312254025653492,0.17310022001483516,4.4699142088376735);(-0.5095508619264255,0.24642203932025508,4.696870602407381);(-0.8462840690330158,0.21139787321307735,4.483686029651091);(-0.46822950980221134,0.3414331543944128,4.610750086345599);(-0.8630260004714618,0.3210292327902563,4.383498076089547);
2,joints,(-0.7214410186827775,-0.9315644373837946,4.2610201541662125);(-0.7250304327428934,-0.9740052094403742,4.269416362452498);(-0.7247466028750535,-0.9743368496839044,4.2700226907014756);(-0.7249667898834344,-0.9749179353658197,4.270188540625563);(-0.7545192496002313,-0.9641334285680292,4.267662257361403);(-0.7540555850685235,-0.9650913944188593,4.266890764641753);(-0.7546145276249048,-0.9664051403943537,4.267686158823958);(-0.6816457876086828,-0.9948505630437372,4.37962403934001);(-0.8086179823697206,-0.962571786874914,4.361948296833029);(-0.6951057457447645,-0.9222972264234064,4.305030256915083);(-0.7348941148341295,-0.911174880499029,4.302035898375502);(-0.5464772389352914,-0.8786311020795343,4.501616157996645);(-0.8536105484784242,-0.8247600665036676,4.434520155596724);(-0.523362445932686,-0.6622258892003534,4.534490235555163);(-0.9232705266297456,-0.5927409847918985,4.454951852965346);(-0.5303422913969156,-0.49499462747015927,4.417874247241011);(-0.8166784078896638,-0.4322267399821517,4.37262496392726);(-0.5285656259477731,-0.4325247874204156,4.39191757183074);(-0.7768378437579271,-0.3751242069248197,4.348364562201491);(-0.5557288260281679,-0.44109728016891453,4.364581376719466);(-0.7597459212959405,-0.40199837593362603,4.337470934200278);(-0.5417908758938905,-0.48578704350628826,4.405744851040831);(-0.7944684357464906,-0.43001391009428475,4.368155882167807);(-0.5381141037762758,-0.403774948599757,4.600164816188803);(-0.7571250678122636,-0.4005056987935764,4.552421344849458);(-0.5609090731561777,-0.09064869784750912,4.438691363143912);(-0.763650129836857,-0.09024860166945431,4.54066411073803);(-0.5855790109456178,0.21250690317711857,4.578730284176013);(-0.8786083788693544,0.1881305108126166,4.71089765470027);(-0.5841561214149591,0.25408328867516544,4.58682360354363);(-0.8915342272341844,0.22812194920144108,4.7226106677532105);(-0.566245983642399,0.34077621794304874,4.475773066687575);(-0.908821287852585,0.32128585672936466,4.62125735770463);
3,joints,(-0.754292660226254,-0.9372069388190966,4.387233746127155);(-0.760815596972732,-0.9797227531234484,4.3955275834360386);(-0.7605727900016589,-0.9800372272292833,4.396047723368671);(-0.7607985165167136,-0.9806583076278429,4.3962912083425785);(-0.7897595416951461,-0.9700458794395189,4.390036475733783);(-0.7893433150100989,-0.971001997546361,4.389269930199649);(-0.7898594912338538,-0.972300961569951,4.390024852828052);(-0.7384665224898143,-1.000113323287175,4.509280484990146);(-0.8671791579771323,-0.9678723364631395,4.473812383488681);(-0.7363196684244556,-0.9276616721908312,4.433320623711612);(-0.7753433574188037,-0.9165498166839342,4.425220173672702);(-0.6188557844805999,-0.8838312774459581,4.640934062079456);(-0.9243299093294425,-0.8286258726875048,4.537010830716159);(-0.5983874973106665,-0.6678218692104082,4.692591718287137);(-0.9791481968212409,-0.5920805930654268,4.560933721140888);(-0.5909461852360053,-0.4995223357836466,4.583568242267635);(-0.8514704134512229,-0.4165917271311145,4.487009015754726);(-0.5834660407352729,-0.4369206260452728,4.558223080710437);(-0.8121928747940345,-0.35489737238089847,4.460358929709461);(-0.5993945028829856,-0.4460093974630098,4.527138751820591);(-0.786793543790607,-0.3797215651283722,4.447428536490467);(-0.5988548871326728,-0.490729346827672,4.569472593144443);(-0.8270207371759696,-0.4128037234331231,4.482022729591396);(-0.6172635283518119,-0.4088054522434931,4.745559033826854);(-0.8362185981321616,-0.40427059582720803,4.697742483467724);(-0.6345747064996047,-0.09292627866666126,4.62656201876786);(-0.8399870719957633,-0.0626435428420763,4.724614450597134);(-0.6298763852763457,0.21070961658556653,4.784070801810291);(-0.9390822675276084,0.20778356496889783,4.9468121052542);(-0.6260821175027175,0.2509403080185194,4.79444215156224);(-0.9488540467071814,0.24769519273836804,4.964013856724765);(-0.612558531408338,0.3373988122185011,4.693858628050354);(-0.9495747860718055,0.33871339265902234,4.872450184897449);
4,joints,(-0.7502145669701975,-0.9486089876555007,4.403036543724303);(-0.7579013054770883,-0.9911649754904311,4.415847250816588);(-0.7576689702970442,-0.991391651954512,4.416428396103148);(-0.7577783725270536,-0.9920114210508865,4.416728147861724);(-0.7870147158670705,-0.9826903274916213,4.40768341123796);(-0.7865992901194375,-0.9837428263090652,4.406938323375945);(-0.7869879701453727,-0.9850526383780044,4.4075628608439015);(-0.74232649107459,-1.012475781764845,4.535989204046492);(-0.8718739939201158,-0.9799419573210281,4.4881974548075245);(-0.7347224490064662,-0.9412149718664687,4.448990145323043);(-0.773437994094519,-0.9296286633871597,4.437170037624602);(-0.6330477935540956,-0.8874908617399734,4.659452708062892);(-0.9454084676969331,-0.8354917100332778,4.549424254891639);(-0.6146365297305864,-0.6728041699789565,4.7073378801319645);(-1.0114199412334246,-0.6018989911936324,4.562224397060637);(-0.6190887731778901,-0.503673636045317,4.5797387301895665);(-0.8695669961440843,-0.4243034097999435,4.486869940159087);(-0.6160685164201539,-0.43886270063744004,4.544892007109885);(-0.8248347309696954,-0.3611495948098701,4.459504792091613);(-0.635564182447223,-0.4533918766938251,4.514715680477385);(-0.7950877477693837,-0.3900010722391408,4.445853629705672);(-0.6298094135988038,-0.49659808787331994,4.5650786846849964);(-0.8420408782828134,-0.4215867912098866,4.4822572857115315);(-0.6501333085167688,-0.419964111333723,4.8034484419945525);(-0.8691870314348024,-0.4147578020747852,4.757297448438768);(-0.6608517659175676,-0.0945276251696151,4.67506171166635);(-0.875434194253711,-0.04759948762879784,4.800260239836936);(-0.6554170516598504,0.2247705527879197,4.802843648565178);(-0.9724930119979661,0.23623306242003028,5.0201585829231785);(-0.6511457679140847,0.2657679983712632,4.809681521353488);(-0.981994811939029,0.27824909177794044,5.035326489803557);(-0.6322670025098603,0.3414214917756516,4.694654704627757);(-0.977396954344539,0.3553741046525437,4.931345099208121);
5,joints,(-0.8155756269202151,-1.0018935933091904,4.603258215898593);(-0.821715927458606,-1.042803420064714,4.6143959696236445);(-0.8214748220138767,-1.043001665113237,4.614957117551882);(-0.8216190540783622,-1.0437137618043686,4.615188800806124);(-0.8513114906468012,-1.0333479180314804,4.610579245800097);(-0.8508520133413889,-1.0344771280267502,4.609853291029055);(-0.851279035917721,-1.035773231027391,4.610540472978671);(-0.7919905192770579,-1.0479945077874924,4.726500594133456);(-0.9238578311719515,-1.0143647327401901,4.699576520437319);(-0.7936225950338461,-0.9857303633668686,4.645865791553576);(-0.8330115310468295,-0.9743449225404526,4.640036457294543);(-0.6737598336853602,-0.9040875568368698,4.843451553100665);(-0.988486216179333,-0.8592400982358719,4.752684869879801);(-0.6608100987591364,-0.689703656671312,4.894234248513301);(-1.0614745474972347,-0.6230051799991394,4.770319380873759);(-0.6617816693701365,-0.5226812049129272,4.766371601337512);(-0.9193148098506548,-0.44406581794258604,4.697253757232745);(-0.6588568247475245,-0.4590192347147728,4.731908240431864);(-0.8744882203259089,-0.37958594628956566,4.670719080680926);(-0.6774349815764048,-0.4719911015906597,4.698812061065753);(-0.8472804061688998,-0.4087166249134804,4.657042467111666);(-0.6722204692282298,-0.5146410226204658,4.750378602260668);(-0.8922315172471621,-0.44168885083284626,4.692295097822268);(-0.7020233057059863,-0.434277297774073,4.979267246166189);(-0.9211224846162417,-0.42924745318826685,4.929522651323993);(-0.705190078131161,-0.09382568144586334,4.855678857380469);(-0.9284369431056597,-0.049190057752397154,4.950790460530613);(-0.693303712419472,0.23487101650449982,5.028361530119498);(-1.0205744511999706,0.2522137627622818,5.149784871453364);(-0.6865518323697665,0.2767852411291336,5.036326901132186);(-1.0282823450483898,0.29538272476408234,5.163616159075816);(-0.6401723183312037,0.33732985115263214,4.930696607643683);(-1.0138439096130947,0.37418632364485016,5.057589397842009);
6,joints,(-0.8125419331697608,-1.0616311174759676,4.647215568353049);(-0.8236350672302628,-1.101808581961136,4.664024853040091);(-0.8233693907020474,-1.10206363023613,4.66468399100434);(-0.823512724971571,-1.1027945619950106,4.664733969498984);(-0.8495727965707751,-1.0930981975922396,4.648908429671637);(-0.8489874200529279,-1.0942162615189364,4.6483478181852025);(-0.8493621476443345,-1.0955285769829561,4.6490444176686925);(-0.8243236852792883,-1.094291720999222,4.779242345024459);(-0.9412998495606566,-1.064005826128464,4.6892310761703175);(-0.8043883493153239,-1.0384940844902804,4.689949490953795);(-0.8389842690883065,-1.0285343867668917,4.668423407603614);(-0.7142223207263136,-0.9229221981892397,4.904090811390988);(-1.0119520960358763,-0.8944314164051821,4.741861724187247);(-0.7058642445115233,-0.7082470995316317,4.970513445217721);(-1.0744980512169982,-0.6512118619808962,4.747833975483291);(-0.6924953101185942,-0.5369159472117235,4.855619133342616);(-0.9380395425466681,-0.4640707080194761,4.68092145853173);(-0.6870926259068633,-0.47042960719559684,4.829630770613067);(-0.8986790714768553,-0.3978503686318208,4.649379693795554);(-0.6987905291823531,-0.47753503033314243,4.796927087832801);(-0.8656328035501624,-0.4222336434701492,4.6383618050111455);(-0.700633340886035,-0.5264341351518442,4.839662932683341);(-0.9112732274440909,-0.4612068426737596,4.6769674652112645);(-0.7418875558284903,-0.4504989467037876,4.97555052198898);(-0.9583338884619856,-0.4465346314188127,4.897699058879725);(-0.7298694042472029,-0.08120423973892227,4.983534996290318);(-0.9652877239493514,-0.06534195364807144,4.916381631870381);(-0.6914833126572753,0.2574805873503874,5.131093972255103);(-1.0183370647935057,0.2582614678015898,5.091091745425574);(-0.6796313611773634,0.3006439465155791,5.136024855901114);(-1.0228830216435576,0.30240168749000534,5.09478213720452);(-0.5946671901253844,0.3485419410338591,5.044146307636611);(-0.9951451061276579,0.38212260185386643,4.963320108954422);
7,joints,(-0.8330889405907776,-1.085896691457349,4.622362093088974);(-0.8429622339309838,-1.12650205768736,4.637395338175644);(-0.8426833493860152,-1.126769503728467,4.638073966858734);(-0.8428307591231253,-1.1274932233253299,4.638138518689026);(-0.8687271892551046,-1.1183366981902896,4.623056517002929);(-0.8680651284513708,-1.1194294301429568,4.6225136677006375);(-0.8684695248949986,-1.1207066384712039,4.623180941698898);(-0.8440346518756535,-1.1236537305274783,4.751213149187912);(-0.9582992667557385,-1.0965959636131106,4.671879068968643);(-0.8251057775916245,-1.0649206248679934,4.665321351049293);(-0.8594816053511288,-1.0558098761001407,4.64380024468695);(-0.7358026528956082,-0.9601316360393344,4.8772572716901195);(-1.0304624313713697,-0.9312172440448581,4.713338942287315);(-0.7256061757208493,-0.7517635730663119,4.9288292331824195);(-1.0851008469463972,-0.6823524741092502,4.715111107585777);(-0.7096331292988446,-0.5997206998625575,4.800032229183067);(-0.9492388839127209,-0.4942177982637464,4.643597797510971);(-0.7063184852005627,-0.5374494550386248,4.771427289603103);(-0.9112476470173981,-0.4245807027080833,4.61136747991835);(-0.7202586258055356,-0.5482530427733241,4.7431764016131055);(-0.8775756756068852,-0.4483080209800779,4.60100211298262);(-0.7190314853788998,-0.5913042408982097,4.786129997132171);(-0.9219430038930562,-0.48974168781282296,4.640689955113281);(-0.7625033954383519,-0.4812272271709322,4.949849509654392);(-0.9774088511468556,-0.4772752765901192,4.863807958571066);(-0.749344179988065,-0.1070828048148929,5.012887218056072);(-0.970567951560178,-0.09891142524870028,4.84781267961656);(-0.7228161717058804,0.22219983659593473,5.187655494568695);(-1.0176266754271177,0.23986653409807096,4.943301339654077);(-0.7129207426907208,0.2656617554268063,5.195851312039245);(-1.0224393183590559,0.28547827325670133,4.944260631708254);(-0.6380926991106656,0.3240477832397641,5.1127403388003);(-0.9973362708689358,0.3682427795967282,4.8096944997290265);
8,joints,(-0.840996475234186,-1.1172269838494147,4.695276364139894);(-0.8591884982730501,-1.1581361549538458,4.711411490492204);(-0.8587923136498087,-1.1584902065438116,4.712145223669389);(-0.8591986385132425,-1.159289683644184,4.712204917721132);(-0.8790455286349409,-1.1498879450005377,4.692491188101152);(-0.8782377590383642,-1.1508963363808478,4.69196967726169);(-0.8787265804554575,-1.1522148507279242,4.692641719631532);(-0.9011384298051947,-1.1482749837082709,4.824068158320764);(-0.9943469178821199,-1.1200071232956732,4.721949830107072);(-0.8519890171434038,-1.0925964968842352,4.736534162811616);(-0.8782766138161772,-1.0838923710030401,4.711880787662843);(-0.7992304948116892,-0.9851942914170111,4.948744804985503);(-1.0860467043663613,-0.946407522503742,4.734296455435136);(-0.726277941181814,-0.8507324414891089,5.055041327528337);(-1.1439011332537286,-0.6983028011959875,4.717305495790819);(-0.6178885337854975,-0.7493618386429632,4.995438811756352);(-0.995958821191942,-0.5115475668203915,4.665691211275438);(-0.5903723475481623,-0.7075441586417044,4.9869303409156);(-0.9496285201008671,-0.44241653705061323,4.642166867308);(-0.5965729889418238,-0.7175000565689886,4.960769402250329);(-0.9196825230452471,-0.46796742031396277,4.633612557701448);(-0.6174662646795862,-0.7410994129818762,4.983542553536275);(-0.9690257583703153,-0.5074852057364667,4.664318516306261);(-0.8199646783019655,-0.499034386557051,5.0349970640760455);(-1.0301065158988587,-0.4912016184166903,4.917184139988998);(-0.798346006586706,-0.12445723587692625,5.139652683786729);(-1.0095104438211076,-0.11715602451980955,4.89545389955459);(-0.8145089683081262,0.16978714292823427,5.3916610920947585);(-1.0732390371109597,0.21334490602790468,4.985228387094716);(-0.8093360972549074,0.20799670046149843,5.408452912620882);(-1.0788049635435693,0.2583743078070795,4.986637439034561);(-0.7102941957260721,0.2779072267371332,5.358790590814928);(-1.0344645616556756,0.3416904551345026,4.85713306014953);
9,joints,(-0.8762911348176873,-1.101174684170505,4.735209840367419);(-0.8901056288314736,-1.1412546950614657,4.750297564099414);(-0.8897884278131402,-1.1415540295875277,4.750993567536456);(-0.8901372565461075,-1.1423273998534884,4.751077967713458);(-0.913298269225446,-1.133410783413669,4.731299239228351);(-0.9125156825912869,-1.1344379502570834,4.7307968614798614);(-0.9130369177592671,-1.1357031184470858,4.73140032870589);(-0.9223115718496716,-1.129277916554233,4.863508838246448);(-1.0254931984973825,-1.1023374515807833,4.766484352777583);(-0.8810527636242783,-1.0757438260352816,4.776887911389453);(-0.911585615439502,-1.0675484854018893,4.748490321467502);(-0.8397229997945702,-0.965111793879291,4.986040725390298);(-1.120728903873054,-0.9266168791091647,4.780176806281192);(-0.7719325213266289,-0.8122819381988253,5.070592775027139);(-1.181707882745353,-0.6745250541007723,4.784651967714412);(-0.72065838561782,-0.680443288687488,4.982298082689626);(-1.028702480210153,-0.49419788450362345,4.727194386551959);(-0.7050667642188942,-0.6184396910703387,4.9654689869087765);(-0.979368856599716,-0.4257599654829707,4.692046093772037);(-0.7169508575035012,-0.6224983501470294,4.941019537876231);(-0.9494359562678015,-0.4506763815170731,4.680244344304187);(-0.7260171710086739,-0.6657051759994235,4.970942120085342);(-1.0024099773300565,-0.4901347932628002,4.722166406939609);(-0.8651711730791009,-0.48292407898592016,5.075474577973468);(-1.0745654790235437,-0.470602273870131,4.958516127447469);(-0.7782850204540169,-0.1713441032207217,5.159530508349521);(-1.0512051595879472,-0.10376772463681361,4.912290784547908);(-0.8890415965152657,-0.0320882517135348,5.353562789986713);(-1.0867737694216646,0.22508671700594762,5.025950522179587);(-0.8948147682977593,-0.008785666826983896,5.3733253358107635);(-1.0870585082603372,0.2711719554626737,5.030102076026482);(-0.8458997695279992,0.07464274584887365,5.344110446999652);(-1.0352632044387735,0.3543013018333707,4.917931030521972);
10,joints,(-0.8846504333001463,-1.1077935912426407,4.773907751895777);(-0.8999963047486631,-1.1481766321476394,4.791656852819315);(-0.8996486308556882,-1.1484817483242447,4.792469830371729);(-0.9000494348388998,-1.1492622711475784,4.792482853986613);(-0.9225719662886945,-1.1401460387524063,4.768419326402537);(-0.9217505174261419,-1.1411603905971939,4.767925919153086);(-0.922282235561022,-1.1424221017177993,4.768490822173945);(-0.9360513220113603,-1.139083287936061,4.9095840166586555);(-1.0356045568865624,-1.111178837042659,4.799325020171992);(-0.8910491260272352,-1.0838716246899063,4.816069201685778);(-0.9206169190389005,-1.0753414847668106,4.784197540141932);(-0.8585538434368459,-0.9744658388908798,5.0311589959341205);(-1.1295277940613118,-0.9333456673439438,4.802459896661631);(-0.7928608375173894,-0.8147286691482956,5.111454566128842);(-1.190084295211443,-0.6792589642818863,4.799605549432627);(-0.7584986107927648,-0.6574098535593444,5.034619479559652);(-1.0371752361339417,-0.5002879242192799,4.759431750633112);(-0.7439421432596532,-0.58463704518637,5.02220267162501);(-0.9878867656030593,-0.4314002909477646,4.734170080282084);(-0.7550572174173681,-0.5876487784799034,4.99847596988856);(-0.9548926556986658,-0.45939975350758383,4.725169391490809);(-0.7644239830356924,-0.6400567509945327,5.024007381059519);(-1.0101383736860838,-0.49743613067677567,4.75813463435351);(-0.8856346624475805,-0.4957246252115662,5.127829642154566);(-1.0921119543296185,-0.48061133714055965,5.002689034797541);(-0.804867969689974,-0.17619373581966707,5.216198192097536);(-1.0531414168459263,-0.1117454089935715,4.964280017771117);(-0.9117849411946622,-0.013556710701792929,5.481593371488444);(-1.0916964652520504,0.228223600167424,5.092506581105582);(-0.9158426316958753,0.012379326600224283,5.502658427812449);(-1.0932401733976689,0.2745242498103683,5.0977067995148815);(-0.8708632307630865,0.09240249611774137,5.480604381420008);(-1.0444515215736714,0.35581449486652067,4.9855568344968475);
